Date,Equal Weight,Max Sharpe,Min Variance,Risk Parity
2023-05-25 00:00:00+00:00,,,,
2023-05-26 00:00:00+00:00,10251.224414338109,10194.753163864034,10157.837277359016,10232.701669572854
2023-05-30 00:00:00+00:00,10280.03248488316,10142.271388057408,10172.510024953099,10258.887449412345
2023-05-31 00:00:00+00:00,10239.976724165042,10053.857672009834,10118.484791016786,10211.668832895746
2023-06-01 00:00:00+00:00,10413.758462475107,10175.415659533639,10252.556138267417,10374.128317654198
2023-06-02 00:00:00+00:00,10480.874245582592,10259.149164337074,10320.073637055842,10443.801583130982
2023-06-05 00:00:00+00:00,10500.146406870443,10289.635133959131,10315.336922874649,10462.362264036576
2023-06-06 00:00:00+00:00,10522.785051525536,10246.195765101853,10300.491685533785,10480.430134664592
2023-06-07 00:00:00+00:00,10211.923762805593,9919.113570299198,10068.56677986719,10180.115755859137
2023-06-08 00:00:00+00:00,10309.36830671565,9965.578541530946,10153.029298133264,10277.000252304486
2023-06-09 00:00:00+00:00,10316.158320144154,10007.808190923626,10183.618977909888,10287.271484840852
2023-06-12 00:00:00+00:00,10505.213607735424,10157.704217788963,10335.140924004765,10468.529734185122
2023-06-13 00:00:00+00:00,10520.113606371826,10221.8115163691,10353.430455011101,10484.47721508995
2023-06-14 00:00:00+00:00,10557.56597858658,10300.417948529559,10403.63042311578,10522.482968225395
2023-06-15 00:00:00+00:00,10749.527990771585,10596.624408829692,10601.36530396962,10710.876155898375
2023-06-16 00:00:00+00:00,10637.994062599124,10425.987712362648,10480.20038732213,10594.619595367769
2023-06-20 00:00:00+00:00,10638.957100490075,10312.96391954593,10429.667011553369,10582.606067519757
2023-06-21 00:00:00+00:00,10517.921072796982,10164.804696500849,10309.624953241744,10460.728812381138
2023-06-22 00:00:00+00:00,10750.596212136592,10356.739839528002,10497.467497623098,10690.076661797926
2023-06-23 00:00:00+00:00,10717.989282007315,10225.019133999278,10421.218890596158,10643.790628119688
2023-06-26 00:00:00+00:00,10482.919262692703,10010.443314544451,10247.39521477834,10423.360232607309
2023-06-27 00:00:00+00:00,10646.234153939378,10164.355647783304,10382.216270459161,10575.901557623814
2023-06-28 00:00:00+00:00,10689.526414030912,10223.70139497628,10460.578233813349,10628.608127480065
2023-06-29 00:00:00+00:00,10622.317532579455,10189.847787909459,10441.222121388337,10571.34707846776
2023-06-30 00:00:00+00:00,10805.191155946979,10344.585802957285,10625.28979940621,10752.691191756658
2023-07-03 00:00:00+00:00,10755.311813161943,10273.356357928053,10552.877370379763,10699.024159743267
2023-07-05 00:00:00+00:00,10846.074065435627,10303.151209946911,10563.557735678021,10769.682973144923
2023-07-06 00:00:00+00:00,10790.313062454632,10362.788771764244,10582.972433884885,10726.900621209417
2023-07-07 00:00:00+00:00,10750.973883005301,10248.285478060361,10495.524906670134,10680.521022794219
2023-07-10 00:00:00+00:00,10617.25505031496,10067.79007395896,10327.826713681592,10531.790521938035
2023-07-11 00:00:00+00:00,10688.458492322903,10094.75879920556,10337.362285812624,10590.526410199654
2023-07-12 00:00:00+00:00,10885.48702510931,10241.068320326061,10465.230117718702,10769.028075266551
2023-07-13 00:00:00+00:00,11111.294746496285,10447.530685774533,10636.130228989392,10989.253254416391
2023-07-14 00:00:00+00:00,11119.361271879892,10524.958470338923,10684.29890395828,11010.069464618946
2023-07-17 00:00:00+00:00,11143.786486081426,10530.684934278053,10758.671630419005,11039.944117429184
2023-07-18 00:00:00+00:00,11210.116657005276,10873.575914005767,10896.993874502714,11119.128694353389
2023-07-19 00:00:00+00:00,11246.133832196248,10744.171423598971,10857.499383440865,11138.36482701201
2023-07-20 00:00:00+00:00,10926.133991419143,10491.190400565656,10660.00281401215,10843.975941379373
2023-07-21 00:00:00+00:00,10848.406822457353,10421.492223797464,10609.602172483024,10778.925171971367
2023-07-24 00:00:00+00:00,10854.766560334005,10476.187318409276,10671.379673358028,10797.822437266255
2023-07-25 00:00:00+00:00,10944.554938399877,10638.950540201726,10775.824814919666,10889.508558076795
2023-07-26 00:00:00+00:00,11008.450269338688,10387.640870485597,10762.069505783778,10937.604535716993
2023-07-27 00:00:00+00:00,11050.186655450438,10206.048850119785,10650.657906743038,10939.021947195375
2023-07-28 00:00:00+00:00,11350.46507437064,10443.180799423666,10855.243444317279,11216.670362966543
2023-07-31 00:00:00+00:00,11320.177413511277,10380.443687930427,10842.029051636835,11196.37867377647
2023-08-01 00:00:00+00:00,11288.08030484584,10377.184939904913,10807.843618221872,11157.76209385975
2023-08-02 00:00:00+00:00,11019.71746426301,10107.545198769762,10577.268460681542,10897.044849315367
2023-08-03 00:00:00+00:00,11004.33492626655,10086.69035711595,10535.945803137514,10878.814752318494
2023-08-04 00:00:00+00:00,11066.973906634079,10110.770484193594,10328.882184853803,10906.399502220704
2023-08-07 00:00:00+00:00,11186.618572335314,10210.154645884355,10333.397333418483,11005.445783989886
2023-08-08 00:00:00+00:00,11105.717741848539,10102.901118001479,10307.631617326842,10935.214082915447
2023-08-09 00:00:00+00:00,10945.37543085189,9983.042913763145,10196.856447727065,10787.070552102496
2023-08-10 00:00:00+00:00,10963.512941565945,10002.030571697704,10200.701558092513,10802.940326063635
2023-08-11 00:00:00+00:00,10918.764959315144,9951.208449457945,10178.767795351172,10765.499448366363
2023-08-14 00:00:00+00:00,11054.758477173978,10049.995773183911,10281.230822723846,10894.67560319819
2023-08-15 00:00:00+00:00,10912.72741399946,9974.581150492004,10182.092206872017,10760.587462348481
2023-08-16 00:00:00+00:00,10780.582329523775,9940.704537879827,10133.441535678387,10647.583608337263
2023-08-17 00:00:00+00:00,10663.253720674998,9862.717685946402,10049.025625414248,10544.357147941284
2023-08-18 00:00:00+00:00,10602.289818696334,9826.134352230552,10021.052754457047,10488.580616337938
2023-08-21 00:00:00+00:00,10741.469718342338,9977.868511871682,10131.10109635269,10619.134172648583
2023-08-22 00:00:00+00:00,10751.083520895652,10002.189193354001,10183.967183637662,10638.858920444573
2023-08-23 00:00:00+00:00,10956.89690650539,10162.684644927149,10387.690824332709,10842.246330582506
2023-08-24 00:00:00+00:00,10691.250512117645,9944.780597359357,10144.682934137021,10581.52523326147
2023-08-25 00:00:00+00:00,10756.535395293993,10027.750684695551,10239.662061539628,10655.154105395619
2023-08-28 00:00:00+00:00,10832.39962598995,10059.600968367347,10303.914904875248,10725.079880662111
2023-08-29 00:00:00+00:00,11058.496035416909,10226.411406178597,10513.12767185565,10945.637786019679
2023-08-30 00:00:00+00:00,11108.13804475224,10253.494458694227,10625.953558306594,11010.145987129727
2023-08-31 00:00:00+00:00,11164.902039004655,10230.977682307444,10625.1464417423,11058.522498355624
2023-09-01 00:00:00+00:00,11186.46790776876,10249.203536425675,10666.371030748543,11082.863064871623
2023-09-05 00:00:00+00:00,11235.808190921172,10377.489216392752,10730.453936360658,11131.524707345248
2023-09-06 00:00:00+00:00,11090.229902476036,10342.865194783357,10537.105779973654,10976.374410950053
2023-09-07 00:00:00+00:00,11056.258707605059,10272.41477733971,10382.206624438842,10923.968074033985
2023-09-08 00:00:00+00:00,11109.758450597821,10398.749380582862,10464.213902103256,10985.311447723829
2023-09-11 00:00:00+00:00,11308.024613830106,10501.886319276797,10545.163160093847,11158.571185381414
2023-09-12 00:00:00+00:00,11127.788738811045,10319.704175818106,10370.673066389627,10981.05218142296
2023-09-13 00:00:00+00:00,11235.70182197189,10448.105117597084,10389.638915869627,11074.917685709936
2023-09-14 00:00:00+00:00,11344.483287705392,10534.82394862435,10481.432180864991,11175.814791358214
2023-09-15 00:00:00+00:00,11116.054125901297,10303.395039928666,10353.951766939921,10970.427969325845
2023-09-18 00:00:00+00:00,11166.546129726734,10280.898565022386,10425.025391305997,11022.08902812988
2023-09-19 00:00:00+00:00,11156.586857899107,10268.963719376565,10445.871344101253,11013.059914129117
2023-09-20 00:00:00+00:00,10912.897391404924,10013.02845189843,10199.874784488036,10767.623780249347
2023-09-21 00:00:00+00:00,10707.833008731222,9944.3458880942,10098.378577202211,10577.548834721787
2023-09-22 00:00:00+00:00,10720.521603618901,9876.9272016124,10088.202485952785,10582.102953871346
2023-09-25 00:00:00+00:00,10803.206808769803,9901.508376333482,10140.277494343374,10660.109461825576
2023-09-26 00:00:00+00:00,10570.941015128257,9727.575311631754,9932.959947268788,10426.971236001795
2023-09-27 00:00:00+00:00,10580.732459962119,9766.5392771115,9932.945948742821,10437.84305571582
2023-09-28 00:00:00+00:00,10660.80168489409,9807.390829728314,9974.226522466655,10506.55137575241
2023-09-29 00:00:00+00:00,10654.130801509653,9849.558679096219,9993.76005678856,10508.501191544325
2023-10-02 00:00:00+00:00,10866.36531575036,10046.793628353205,10178.454714059224,10715.042173630944
2023-10-03 00:00:00+00:00,10641.396195613608,9803.419886666634,10017.051511429201,10499.860231838851
2023-10-04 00:00:00+00:00,10813.918789998008,9983.627133933469,10158.949407538246,10667.705714387186
2023-10-05 00:00:00+00:00,10804.45213325824,9991.593537435416,10191.02194524837,10665.2619768779
2023-10-06 00:00:00+00:00,11043.0645046385,10231.469043172126,10390.342392655763,10892.111749506685
2023-10-09 00:00:00+00:00,11116.958989131486,10308.113199507232,10469.813142691497,10965.488023579988
2023-10-10 00:00:00+00:00,11140.537517150555,10266.794751472275,10433.302221405525,10975.78829786279
2023-10-11 00:00:00+00:00,11307.346931852022,10401.156306469355,10553.38181658603,11133.199055148589
2023-10-12 00:00:00+00:00,11271.046096563083,10352.777135707589,10540.74759180425,11103.525548446509
2023-10-13 00:00:00+00:00,11087.897164875369,10242.757866985065,10428.096333471569,10937.771328619392
2023-10-16 00:00:00+00:00,11242.752404795525,10393.548519256618,10511.635986039932,11078.727005233955
2023-10-17 00:00:00+00:00,11228.715046586814,10383.16003137815,10472.4497351733,11057.0764607859
2023-10-18 00:00:00+00:00,11065.902548964788,10312.528489844039,10391.322470912899,10911.058503485818
2023-10-19 00:00:00+00:00,11040.082036288537,10341.166106367458,10391.640626649085,10894.033096853873
2023-10-20 00:00:00+00:00,10856.130253904688,10192.818629954261,10238.588226644517,10714.406019338054
2023-10-23 00:00:00+00:00,10955.486240883496,10275.661281810568,10289.816065790996,10802.831618890721
2023-10-24 00:00:00+00:00,11028.820851926299,10332.169501662076,10347.592290556062,10878.114757464167
2023-10-25 00:00:00+00:00,10640.0956051979,10453.845318407717,10213.139211408608,10534.218475215212
2023-10-26 00:00:00+00:00,10342.306072871554,10080.902124480683,9910.495484216985,10239.889272366117
2023-10-27 00:00:00+00:00,10571.680089354188,10130.865786060367,9965.555189535593,10438.107605775434
2023-10-30 00:00:00+00:00,10810.560255700024,10355.165540770844,10140.387155670991,10667.32719963176
2023-10-31 00:00:00+00:00,10810.305613727302,10370.6673557842,10154.600127419722,10671.046553507364
2023-11-01 00:00:00+00:00,11080.335363025106,10606.262807517693,10361.988805967994,10926.346045570845
2023-11-02 00:00:00+00:00,11168.490092511105,10678.232806464423,10495.285932573224,11025.200042613424
2023-11-03 00:00:00+00:00,11252.117833752474,10816.217850939427,10551.235633169203,11103.26994537856
2023-11-06 00:00:00+00:00,11354.515240204806,10927.156959270102,10676.32295032037,11210.881250665594
2023-11-07 00:00:00+00:00,11499.203155342739,11043.509278542171,10802.576980634973,11353.20724976145
2023-11-08 00:00:00+00:00,11541.480412790661,11123.725797311768,10873.613517531054,11400.335013134283
2023-11-09 00:00:00+00:00,11473.788249181036,11039.119467684566,10808.115094898623,11329.427522930964
2023-11-10 00:00:00+00:00,11732.65906149928,11302.633945304238,11054.870890821556,11584.18931778364
2023-11-13 00:00:00+00:00,11673.328647868446,11219.438573200934,10973.802093281642,11519.023336439863
2023-11-14 00:00:00+00:00,11863.864710306883,11335.509641145543,11110.11737828579,11697.751108156675
2023-11-15 00:00:00+00:00,11820.97507527401,11351.309980073771,11141.516416866481,11670.02564960647
2023-11-16 00:00:00+00:00,11928.549689360972,11549.432503414993,11295.36793360993,11787.094593451726
2023-11-17 00:00:00+00:00,11903.263010146196,11363.411809420351,11195.534253473466,11747.106528502638
2023-11-20 00:00:00+00:00,12041.85206774881,11573.549252283572,11342.091160547145,11885.525378113165
2023-11-21 00:00:00+00:00,11958.068074668407,11468.407442220383,11283.386599132824,11806.804875707641
2023-11-22 00:00:00+00:00,12099.980570669042,11610.19602814043,11376.986941043013,11940.271520110544
2023-11-24 00:00:00+00:00,12026.62291730481,11576.833205679826,11309.504853336519,11869.72488531588
2023-11-27 00:00:00+00:00,12020.029774426728,11605.344500699464,11315.485718867383,11869.591326609469
2023-11-28 00:00:00+00:00,12083.07427622825,11718.832120007564,11386.155401675554,11930.685909683869
2023-11-29 00:00:00+00:00,11946.912805502254,11590.943100035396,11281.079117586834,11803.388971698396
2023-11-30 00:00:00+00:00,11871.087597342987,11561.630215429284,11256.523900949855,11739.280561311167
2023-12-01 00:00:00+00:00,11847.372399347718,11440.654812987535,11230.32435000135,11716.539840256892
2023-12-04 00:00:00+00:00,11672.853410310086,11267.061631048246,11079.968434468592,11545.985235398675
2023-12-05 00:00:00+00:00,11795.118560713969,11378.107512732478,11247.335705383119,11681.22732878253
2023-12-06 00:00:00+00:00,11696.909305596606,11269.329523571649,11161.75956366788,11582.649625517644
2023-12-07 00:00:00+00:00,11964.776836235205,11414.310920943912,11351.14932887984,11835.615970769524
2023-12-08 00:00:00+00:00,12026.321915407552,11478.286071952016,11395.99011606319,11888.040505273259
2023-12-11 00:00:00+00:00,11863.28680636694,11377.333354137047,11267.68207678955,11735.073162986744
2023-12-12 00:00:00+00:00,11974.158200207332,11444.58578690838,11323.778847652693,11828.82240489704
2023-12-13 00:00:00+00:00,12045.790976370976,11449.503940219374,11410.18006957248,11903.587205686754
2023-12-14 00:00:00+00:00,11945.172686195365,11221.139079485758,11304.383817217395,11799.918746992093
2023-12-15 00:00:00+00:00,12035.350631306323,11353.64099416989,11357.517112885145,11885.551990326327
2023-12-18 00:00:00+00:00,12223.116764212085,11444.830356254346,11393.711746421044,12043.768544267601
2023-12-19 00:00:00+00:00,12292.712401410647,11472.217736110757,11441.668804336041,12104.686162103519
2023-12-20 00:00:00+00:00,12242.479482176288,11421.910782699353,11383.910589684629,12053.598939982207
2023-12-21 00:00:00+00:00,12358.806889531812,11523.907719579269,11447.923854857805,12159.746215507088
2023-12-22 00:00:00+00:00,12356.3789650809,11561.773191550781,11447.171931295876,12158.95403664486
2023-12-26 00:00:00+00:00,12361.526384792418,11564.885022123653,11435.710279362904,12159.944283691724
2023-12-27 00:00:00+00:00,12354.800052697896,11533.017833183683,11409.90815693045,12145.854856168626
2023-12-28 00:00:00+00:00,12369.526907966156,11562.841182677503,11432.155928690634,12161.630427103655
2023-12-29 00:00:00+00:00,12301.660977855934,11578.12821254057,11408.73709896302,12104.611835908063
